Predicted,Actual,Difference
5.086918379533532,4.825,0.26191837953353225
6.291610469859922,7.558,1.2663895301400778
6.345061426973192,6.188,0.15706142697319248
5.984852385949015,5.526,0.45885238594901523
5.528773267148111,4.921,0.6077732671481106
5.729865036267569,6.049,0.31913496373243166
6.055942178473536,7.359,1.3030578215264637
6.044844421127564,6.333,0.2881555788724359
4.109944322055803,4.22,0.1100556779441968
6.224677836754886,6.475,0.250322163245114
6.346744185583084,6.869,0.5222558144169156
4.620969000614146,4.656,0.03503099938585397
5.8556276398828615,5.132,0.7236276398828618
5.701530966253966,5.887,0.18546903374603385
5.670168035562703,4.26,1.4101680355627035
4.3893603980707745,4.582,0.19263960192922536
5.760076708265721,5.756,0.004076708265721152
5.783112283324041,5.946,0.16288771667595903
6.314846260384247,7.364,1.049153739615753
4.952842549424695,4.846,0.10684254942469451
3.7429857340630583,4.758,1.0150142659369417
5.685032694124168,6.74,1.0549673058758327
6.018659619947268,4.711,1.3076596199472679
5.633942112602881,5.154,0.4799421126028811
5.585597831832548,5.172,0.41359783183254795
6.255177808940829,5.855,0.40017780894082833
5.5547304719302595,5.173,0.38173047193025944
6.317100339936239,7.103,0.7858996600637607
5.6505271533960695,5.098,0.5525271533960696
4.421513756094448,2.903,1.5185137560944484
5.973289741542246,6.436,0.46271025845775426
6.21627670948418,6.83,0.6137232905158196
6.07998280096508,6.003,0.07698280096508014
6.422817083866018,7.56,1.1371829161339813
5.807343477047244,6.018,0.21065652295275594
5.933169622792541,6.008,0.07483037720745944
3.9057171502534267,4.785,0.8792828497465734
5.659913707234228,6.325,0.6650862927657721
4.729943598539336,4.141,0.5889435985393359
4.874538056121384,3.883,0.9915380561213842
4.143689706898588,4.989,0.845310293101412
6.159677221667394,6.354,0.19432277833260603
4.572629661419995,3.834,0.7386296614199952
6.793819894966518,6.883,0.08918010503348217
6.259264595012969,5.514,0.7452645950129684
6.113596159897739,6.671,0.5574038401022614
5.779715884385787,5.51,0.2697158843857874
5.007509737964355,4.669,0.3385097379643556
4.952354681349476,5.122,0.1696453186505238
4.76480129577936,5.549,0.78419870422064
6.181100440127121,6.273,0.09189955987287846
6.293223608354502,6.891,0.5977763916454979
6.26216440273042,7.649,1.38683559726958
6.15314047765267,5.84,0.31314047765267006
6.409948435157645,7.191,0.7810515648423548
6.130464833831645,6.776,0.6455351661683544
6.179574082580871,5.023,1.156574082580871
5.424844233248962,4.653,0.7718442332489621
6.009483075138501,4.662,1.3474830751385012
5.081391276689292,4.31,0.7713912766892923
5.7731351382304155,5.269,0.5041351382304153
6.3376258639656875,7.788,1.4503741360343128
5.065443764329839,4.586,0.4794437643298384
4.6181809548762125,4.416,0.20218095487621213
3.866523147503866,3.71,0.15652314750386598
6.044894159470765,7.229,1.1841058405292353
5.930276951746517,5.455,0.4752769517465172
6.137825174120554,6.517,0.3791748258794465
5.715605236702345,5.204,0.5116052367023451
6.055721844616414,7.272,1.216278155383586
5.7393996044456905,5.023,0.7163996044456908
6.283933252766953,6.702,0.4180667472330466
4.202154826399461,3.826,0.37615482639946096
5.119756734341792,4.005,1.1147567343417917
3.8129711094927075,4.309,0.4960288905072927
5.738157497275065,4.521,1.217157497275065
4.330176553120268,3.483,0.8471765531202675
5.963623789843204,5.719,0.244623789843204
5.533934116902309,5.402,0.1319341169023085
6.285483165261738,5.959,0.32648316526173815
5.7973197948115285,5.431,0.36631979481152843
6.210142782073291,6.676,0.4658572179267093
5.751844272114898,5.535,0.21684427211489776
4.000110436377184,4.72,0.7198895636228153
6.373512725040186,7.65,1.2764872749598144
5.945615972157427,5.062,0.8836159721574264
3.912119895257117,3.326,0.5861198952571169
6.34000219291271,7.406,1.0659978070872898
5.887962010364088,5.071,0.8169620103640884
6.327476870747976,5.447,0.8804768707479758
4.1295535968761286,4.271,0.14144640312387136
6.098856170460191,5.885,0.21385617046019156
6.1608308490900185,6.009,0.1518308490900182
5.626864282301753,6.536,0.9091357176982466
6.038376040289098,5.78,0.25837604028909755
6.103359157914948,5.439,0.6643591579149479
4.851677605938249,3.638,1.2136776059382495
5.701321710348402,4.931,0.7703217103484024
5.733021938818418,4.514,1.2190219388184174
5.49505106352462,4.128,1.3670510635246202
6.141084878922154,4.725,1.4160848789221543
5.953246730914241,5.239,0.7142467309142413
4.869213970293632,5.472,0.6027860297063681
6.011832074494425,5.84,0.17183207449442506
4.816317308450124,5.138,0.32168269154987605
6.255665549696985,5.88,0.3756655496969854
5.6023299425458575,4.996,0.606329942545857
5.603255062123875,5.325,0.27825506212387463
5.985020717111681,6.68,0.694979282888319
5.857462617374974,4.511,1.346462617374974
5.90266635555998,5.219,0.6836663555599793
6.242326262740807,7.459,1.2166737372591925
5.542083886833556,5.208,0.3340838868335556
6.225008264854814,6.667,0.4419917351451854
6.19134114569513,6.91,0.71865885430487
5.797677638324316,4.124,1.6736776383243166
4.141229717305205,3.818,0.32322971730520456
4.913556365964773,4.636,0.27755636596477284
4.47381775010005,3.795,0.6788177501000501
5.985080028535528,5.397,0.5880800285355274
6.091370837554933,6.427,0.33562916244506624
6.126043561046853,5.627,0.4990435610468529
5.660128869422426,5.297,0.36312886942242617
5.44764458057686,6.275,0.8273554194231405
5.15748571715698,3.929,1.2284857171569805
5.4295036799129655,3.52,1.9095036799129654
5.708501391112936,5.134,0.5745013911129355
5.714309776081741,5.249,0.4653097760817415
4.834237174463873,3.899,0.9352371744638726
6.370248822441987,7.418,1.0477511775580135
5.467196054011538,5.457,0.010196054011538003
5.277604709706935,6.345,1.0673952902930646
5.831231238531274,5.271,0.5602312385312738
4.5316848349149765,3.676,0.8556848349149764
6.196320747070267,5.167,1.0293207470702672
5.588540705499671,5.252,0.3365407054996714
6.124729031824966,6.235,0.11027096817503423
4.075236452994325,4.554,0.47876354700567525
6.34096758074287,5.158,1.1829675807428695
6.230433182917299,5.911,0.31943318291729916
5.744368059950258,5.181,0.5633680599502577
5.75795417974388,4.325,1.4329541797438798
5.552337138907362,5.368,0.18433713890736136
4.834689194128206,3.616,1.2186891941282059
6.353130208963449,7.594,1.240869791036551
6.273346253888921,6.874,0.600653746111079
6.261207955176616,6.621,0.35979204482338467
5.941933034694607,6.631,0.6890669653053934
6.238091166445766,7.463,1.2249088335542337
5.732315258414502,5.056,0.676315258414502
5.454950647289493,4.836,0.618950647289493
5.44928341203623,6.476,1.0267165879637696
5.784367810009055,6.019,0.23463218999094515
6.246722884818858,7.243,0.996277115181142
6.02787917223629,5.874,0.15387917223629
6.302252081735791,6.561,0.2587479182642092
5.4302462658579,5.924,0.4937537341421008
3.5524243435312925,3.46,0.09242434353129259
6.141990665238911,5.911,0.23099066523891132
6.3242619654604475,6.45,0.12573803453955268
5.955148261264068,7.443,1.487851738735932
4.137502061509284,4.199,0.0614979384907155
5.91804489620198,6.664,0.7459551037980194
4.243985414921738,3.058,1.1859854149217384
