Predicted,Actual,Difference
4.902155812174248,4.461,0.44115581217424804
6.263048797814271,6.263,4.879781427113983e-05
5.660951788641917,5.59,0.07095178864191709
5.698677656112661,4.773,0.9256776561126614
3.0514513360215583,5.164,2.1125486639784414
6.151372636678607,6.249,0.09762736332139266
6.308134501316432,6.515,0.20686549868356785
6.272972836302552,6.628,0.35502716369744824
6.1241266556131695,6.927,0.8028733443868301
5.744741697505999,4.453,1.2917416975059988
5.6544049414323645,5.099,0.5554049414323643
4.523911465597386,4.742,0.21808853440261355
6.06906915754076,7.321,1.25193084245924
5.5526360716238505,5.296,0.25663607162385027
6.180819799670902,5.866,0.3148197996709019
6.324676301445012,5.127,1.1976763014450125
6.386172905729888,7.66,1.2738270942701124
5.7767176632185055,5.304,0.4727176632185053
6.014991099156459,5.719,0.29599109915645894
5.931321925503571,4.254,1.6773219255035716
6.084869939278806,5.911,0.17386993927880656
5.887661238606081,4.607,1.280661238606081
5.1892478240393825,4.557,0.6322478240393821
4.775960541021148,4.161,0.6149605410211487
5.2286696302781435,6.7,1.4713303697218567
5.512985399675648,4.68,0.832985399675648
6.3787450194141035,7.369,0.9902549805858962
5.71064670254823,4.602,1.1086467025482296
5.853882094747587,6.664,0.8101179052524126
6.301677071263391,6.967,0.6653229287366083
4.801910657996838,4.846,0.04408934200316228
5.708627533341697,4.521,1.187627533341697
4.733681975503492,3.703,1.0306819755034922
4.334359920943497,4.256,0.07835992094349642
6.2835738762818725,5.22,1.0635738762818727
6.274628518257716,5.855,0.4196285182577153
6.270427411557976,6.702,0.43157258844202406
6.002181659420837,6.526,0.5238183405791625
5.6337330167679305,6.536,0.9022669832320691
4.777881661718091,4.965,0.18711833828190905
5.9327574355337696,5.887,0.045757435533769986
6.120662288426887,5.023,1.0976622884268874
6.3567901747717475,7.393,1.0362098252282523
5.943165087677333,5.646,0.2971650876773335
5.66499810585751,5.651,0.013998105857510268
6.034113891852465,4.451,1.5831138918524656
5.724891181637993,5.095,0.6298911816379933
5.984050412808547,5.615,0.369050412808547
5.801736106282604,5.431,0.370736106282604
6.1118025647816,6.083,0.028802564781599926
4.379413225210415,2.694,1.6854132252104153
4.668456085412928,4.141,0.5274560854129282
4.483130424901995,4.016,0.4671304249019954
5.860919386502214,5.607,0.253919386502214
5.65992530455689,6.74,1.08007469544311
6.280553704729741,7.029,0.7484462952702593
6.157200157133884,5.439,0.7182001571338841
3.87387182433316,4.428,0.5541281756668401
5.066869007720234,4.763,0.30386900772023395
5.957035421181823,4.288,1.6690354211818228
6.152854870979732,7.141,0.9881451290202676
6.228302817123676,6.725,0.49669718287632403
5.8515041111446875,5.326,0.5255041111446879
6.0907925048218665,7.401,1.3102074951781333
5.822342706623518,4.288,1.5343427066235176
5.719214860952652,5.132,0.5872148609526526
5.235502566409608,6.495,1.2594974335903917
5.566302484873458,5.131,0.4353024848734579
5.747569678940102,4.368,1.3795696789401015
5.7258795631200385,4.277,1.4488795631200384
3.0764704416347834,4.616,1.5395295583652162
5.221943429242728,6.345,1.1230565707572717
5.936018760773636,6.202,0.2659812392263641
6.252196097792281,7.041,0.7888039022077198
5.622074675978793,4.741,0.8810746759787937
3.5891954684479868,4.193,0.6038045315520129
5.561012387643243,5.292,0.26901238764324287
6.371119001480453,7.385,1.0138809985195465
6.264030134829156,6.358,0.09396986517084382
5.878808231832829,6.449,0.5701917681671711
4.61059034615989,5.057,0.4464096538401101
5.709414759719099,6.831,1.1215852402809015
5.000730853254179,4.825,0.17573085325417903
5.807796490454127,6.231,0.42320350954587305
4.867771124541868,5.124,0.2562288754581319
6.7338895679320245,6.804,0.07011043206797574
4.990117165586484,4.983,0.00711716558648412
5.6636147555062015,4.828,0.8356147555062012
5.403905046270157,5.448,0.044094953729842956
5.64453206962375,4.64,1.0045320696237505
5.328921704149729,6.356,1.0270782958502709
5.970482198431608,6.012,0.04151780156839191
6.288642994348921,7.52,1.2313570056510788
6.25853243442506,6.518,0.25946756557493966
3.780897044280607,4.238,0.4571029557193933
6.238317594086346,7.018,0.779682405913654
6.103289194114666,5.937,0.16628919411466558
6.302513004362983,7.061,0.7584869956370168
5.92119862532056,6.234,0.3128013746794398
5.94152443730936,7.32,1.3784755626906406
5.755129257090169,5.795,0.03987074290983106
5.633941892506456,5.271,0.3629418925064565
6.221128200364659,5.148,1.0731282003646596
6.2082447743445925,7.007,0.7987552256554071
6.272193345266711,7.463,1.1908066547332892
6.178189873882271,6.065,0.11318987388227075
5.86054719942372,6.115,0.2544528005762805
5.6964298896379075,5.838,0.14157011036209255
5.926936711192209,5.95,0.023063288807791515
4.06289782238824,4.322,0.25910217761176035
3.9331442792518394,3.983,0.04985572074816069
6.015061046797285,5.874,0.1410610467972857
